Month & Year of Movement,From County,To County,To Location Type,Direct Movements,Indirect Movements
Feb-10,TYNE & WEAR,HUMBERSIDE,Slaughterhouse,10,0
Feb-10,TYNE & WEAR,LANCASHIRE,Slaughterhouse,28,2
Feb-10,TYNE & WEAR,MID GLAMORGAN,Slaughterhouse,6,0
Feb-10,TYNE & WEAR,NORTH YORKSHIRE,Slaughterhouse,0,4
Feb-10,TYNE & WEAR,SHROPSHIRE,Slaughterhouse,0,1
Feb-10,TYNE & WEAR,SOUTH YORKSHIRE,Slaughterhouse,26,0
Feb-10,TYNE & WEAR,TYNE & WEAR,Slaughterhouse,36,0
Feb-10,TYNE & WEAR,WEST YORKSHIRE,Slaughterhouse,0,8
Feb-10,TYNE & WEAR,,Slaughterhouse,0,2
Feb-10,WARWICKSHIRE,AVON,Slaughterhouse,0,2
Feb-10,WARWICKSHIRE,BEDFORDSHIRE,Slaughterhouse,50,6
Feb-10,WARWICKSHIRE,CUMBRIA,Slaughterhouse,0,3
Feb-10,WARWICKSHIRE,DERBYSHIRE,Slaughterhouse,1,3
Feb-10,WARWICKSHIRE,DEVON,Slaughterhouse,0,5
Feb-10,WARWICKSHIRE,GLOUCESTERSHIRE,Slaughterhouse,13,7
Feb-10,WARWICKSHIRE,GREATER MANCHESTER,Slaughterhouse,0,15
Feb-10,WARWICKSHIRE,HEREFORD & WORCESTER,Slaughterhouse,19,6
Feb-10,WARWICKSHIRE,HIGHLAND,Slaughterhouse,1,0
Feb-10,WARWICKSHIRE,LANCASHIRE,Slaughterhouse,32,8
Feb-10,WARWICKSHIRE,LEICESTERSHIRE,Slaughterhouse,73,16
Feb-10,WARWICKSHIRE,LINCOLNSHIRE,Slaughterhouse,435,55
Feb-10,WARWICKSHIRE,MID GLAMORGAN,Slaughterhouse,379,0
Feb-10,WARWICKSHIRE,NORFOLK,Slaughterhouse,0,7
Feb-10,WARWICKSHIRE,NORTH YORKSHIRE,Slaughterhouse,53,40
Feb-10,WARWICKSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,15
Feb-10,WARWICKSHIRE,OXFORDSHIRE,Slaughterhouse,81,63
Feb-10,WARWICKSHIRE,SHROPSHIRE,Slaughterhouse,79,17
Feb-10,WARWICKSHIRE,SOMERSET,Slaughterhouse,9,0
Feb-10,WARWICKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,63,12
Feb-10,WARWICKSHIRE,STAFFORDSHIRE,Slaughterhouse,53,23
Feb-10,WARWICKSHIRE,STRATHCLYDE,Slaughterhouse,2,0
Feb-10,WARWICKSHIRE,SURREY,Slaughterhouse,18,6
Feb-10,WARWICKSHIRE,WARWICKSHIRE,Slaughterhouse,93,8
Feb-10,WARWICKSHIRE,WEST MIDLANDS,Slaughterhouse,2,0
Feb-10,WARWICKSHIRE,WEST YORKSHIRE,Slaughterhouse,0,8
Feb-10,WARWICKSHIRE,WILTSHIRE,Slaughterhouse,1,6
Feb-10,WARWICKSHIRE,,Slaughterhouse,160,17
Feb-10,WESTERN ISLES,HIGHLAND,Slaughterhouse,0,1
Feb-10,WESTERN ISLES,WESTERN ISLES,Slaughterhouse,1,0
Feb-10,WEST GLAMORGAN,AVON,Slaughterhouse,2,1
Feb-10,WEST GLAMORGAN,BEDFORDSHIRE,Slaughterhouse,26,3
Feb-10,WEST GLAMORGAN,CHESHIRE,Slaughterhouse,1,0
Feb-10,WEST GLAMORGAN,DEVON,Slaughterhouse,3,1
Feb-10,WEST GLAMORGAN,DURHAM,Slaughterhouse,1,0
Feb-10,WEST GLAMORGAN,DYFED,Slaughterhouse,19,2
Feb-10,WEST GLAMORGAN,GLOUCESTERSHIRE,Slaughterhouse,0,1
Feb-10,WEST GLAMORGAN,GREATER MANCHESTER,Slaughterhouse,1,0
Feb-10,WEST GLAMORGAN,LANCASHIRE,Slaughterhouse,9,0
Feb-10,WEST GLAMORGAN,LINCOLNSHIRE,Slaughterhouse,2,5
Feb-10,WEST GLAMORGAN,MID GLAMORGAN,Slaughterhouse,51,0
Feb-10,WEST GLAMORGAN,SHROPSHIRE,Slaughterhouse,0,1
Feb-10,WEST GLAMORGAN,STAFFORDSHIRE,Slaughterhouse,11,0
Feb-10,WEST GLAMORGAN,WEST GLAMORGAN,Slaughterhouse,33,0
Feb-10,WEST GLAMORGAN,,Slaughterhouse,16,1
Feb-10,WEST MIDLANDS,AVON,Slaughterhouse,0,1
Feb-10,WEST MIDLANDS,BEDFORDSHIRE,Slaughterhouse,0,2
Feb-10,WEST MIDLANDS,GLOUCESTERSHIRE,Slaughterhouse,0,2
Feb-10,WEST MIDLANDS,LEICESTERSHIRE,Slaughterhouse,2,6
Feb-10,WEST MIDLANDS,LINCOLNSHIRE,Slaughterhouse,6,3
Feb-10,WEST MIDLANDS,MID GLAMORGAN,Slaughterhouse,7,0
Feb-10,WEST MIDLANDS,NORTH YORKSHIRE,Slaughterhouse,0,6
Feb-10,WEST MIDLANDS,OXFORDSHIRE,Slaughterhouse,0,6
Feb-10,WEST MIDLANDS,SHROPSHIRE,Slaughterhouse,0,5
Feb-10,WEST MIDLANDS,SOUTH YORKSHIRE,Slaughterhouse,17,0
Feb-10,WEST MIDLANDS,STAFFORDSHIRE,Slaughterhouse,5,3
Feb-10,WEST MIDLANDS,WARWICKSHIRE,Slaughterhouse,5,1
Feb-10,WEST MIDLANDS,WEST MIDLANDS,Slaughterhouse,0,1
Feb-10,WEST MIDLANDS,WEST YORKSHIRE,Slaughterhouse,0,1
Feb-10,WEST MIDLANDS,WILTSHIRE,Slaughterhouse,0,3
Feb-10,WEST MIDLANDS,,Slaughterhouse,31,3
Feb-10,WEST SUSSEX,AVON,Slaughterhouse,12,0
Feb-10,WEST SUSSEX,BEDFORDSHIRE,Slaughterhouse,44,15
Feb-10,WEST SUSSEX,DERBYSHIRE,Slaughterhouse,1,0
Feb-10,WEST SUSSEX,DEVON,Slaughterhouse,0,6
Feb-10,WEST SUSSEX,EAST SUSSEX,Slaughterhouse,4,4
Feb-10,WEST SUSSEX,GREATER LONDON,Slaughterhouse,10,1
Feb-10,WEST SUSSEX,HAMPSHIRE,Slaughterhouse,45,5
Feb-10,WEST SUSSEX,KENT,Slaughterhouse,31,1
Feb-10,WEST SUSSEX,LANCASHIRE,Slaughterhouse,0,1
Feb-10,WEST SUSSEX,LINCOLNSHIRE,Slaughterhouse,56,0
Feb-10,WEST SUSSEX,MID GLAMORGAN,Slaughterhouse,80,0
Feb-10,WEST SUSSEX,NORFOLK,Slaughterhouse,11,4
Feb-10,WEST SUSSEX,SOMERSET,Slaughterhouse,335,17
Feb-10,WEST SUSSEX,SURREY,Slaughterhouse,279,1
Feb-10,WEST SUSSEX,WEST SUSSEX,Slaughterhouse,64,0
Feb-10,WEST SUSSEX,,Slaughterhouse,42,1
Feb-10,WEST YORKSHIRE,CENTRAL,Slaughterhouse,6,0
Feb-10,WEST YORKSHIRE,CHESHIRE,Slaughterhouse,0,1
Feb-10,WEST YORKSHIRE,CLEVELAND,Slaughterhouse,1,41
Feb-10,WEST YORKSHIRE,CUMBRIA,Slaughterhouse,0,6
Feb-10,WEST YORKSHIRE,DEVON,Slaughterhouse,0,2
Feb-10,WEST YORKSHIRE,DURHAM,Slaughterhouse,72,45
Feb-10,WEST YORKSHIRE,GREATER MANCHESTER,Slaughterhouse,78,97
Feb-10,WEST YORKSHIRE,HUMBERSIDE,Slaughterhouse,37,11
Feb-10,WEST YORKSHIRE,LANCASHIRE,Slaughterhouse,251,9
Feb-10,WEST YORKSHIRE,LINCOLNSHIRE,Slaughterhouse,0,20
Feb-10,WEST YORKSHIRE,MID GLAMORGAN,Slaughterhouse,11,0
Feb-10,WEST YORKSHIRE,NORTH YORKSHIRE,Slaughterhouse,60,22
Feb-10,WEST YORKSHIRE,SHROPSHIRE,Slaughterhouse,0,0
Feb-10,WEST YORKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,305,35
Feb-10,WEST YORKSHIRE,STAFFORDSHIRE,Slaughterhouse,6,1
Feb-10,WEST YORKSHIRE,STRATHCLYDE,Slaughterhouse,0,12
Feb-10,WEST YORKSHIRE,WEST YORKSHIRE,Slaughterhouse,561,158
Feb-10,WEST YORKSHIRE,,Slaughterhouse,47,8
Feb-10,WILTSHIRE,AVON,Slaughterhouse,713,27
Feb-10,WILTSHIRE,BEDFORDSHIRE,Slaughterhouse,108,2
Feb-10,WILTSHIRE,CORNWALL,Slaughterhouse,12,0
Feb-10,WILTSHIRE,CUMBRIA,Slaughterhouse,0,15
Feb-10,WILTSHIRE,DEVON,Slaughterhouse,32,28
Feb-10,WILTSHIRE,DORSET,Slaughterhouse,12,0
Feb-10,WILTSHIRE,DYFED,Slaughterhouse,0,19
Feb-10,WILTSHIRE,GLOUCESTERSHIRE,Slaughterhouse,28,46
Feb-10,WILTSHIRE,GREATER MANCHESTER,Slaughterhouse,0,1
Feb-10,WILTSHIRE,HAMPSHIRE,Slaughterhouse,25,3
Feb-10,WILTSHIRE,LANCASHIRE,Slaughterhouse,12,3
Feb-10,WILTSHIRE,LINCOLNSHIRE,Slaughterhouse,104,0
Feb-10,WILTSHIRE,MID GLAMORGAN,Slaughterhouse,85,8
Feb-10,WILTSHIRE,NORTH YORKSHIRE,Slaughterhouse,1,0
Feb-10,WILTSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,1
Feb-10,WILTSHIRE,OXFORDSHIRE,Slaughterhouse,33,10
Feb-10,WILTSHIRE,SHROPSHIRE,Slaughterhouse,13,18
Feb-10,WILTSHIRE,SOMERSET,Slaughterhouse,614,18
Feb-10,WILTSHIRE,SOUTH YORKSHIRE,Slaughterhouse,13,1
Feb-10,WILTSHIRE,STAFFORDSHIRE,Slaughterhouse,7,0
Feb-10,WILTSHIRE,SURREY,Slaughterhouse,70,0
Feb-10,WILTSHIRE,WEST GLAMORGAN,Slaughterhouse,3,0
Feb-10,WILTSHIRE,WEST YORKSHIRE,Slaughterhouse,0,2
Feb-10,WILTSHIRE,WILTSHIRE,Slaughterhouse,304,12
Feb-10,WILTSHIRE,,Slaughterhouse,300,38
Feb-10,0,CENTRAL,Slaughterhouse,1,0
Feb-10,0,CORNWALL,Slaughterhouse,1,0
Feb-10,0,CUMBRIA,Slaughterhouse,0,3
Feb-10,0,DERBYSHIRE,Slaughterhouse,6,0
Feb-10,0,DEVON,Slaughterhouse,1,0
Feb-10,0,GRAMPIAN,Slaughterhouse,0,1
Feb-10,0,GREATER MANCHESTER,Slaughterhouse,10,0
Feb-10,0,LANCASHIRE,Slaughterhouse,1,0
Feb-10,0,SOUTH YORKSHIRE,Slaughterhouse,0,1
Mar-10,AVON,AVON,Slaughterhouse,737,19
Mar-10,AVON,BEDFORDSHIRE,Slaughterhouse,31,8
Mar-10,AVON,CORNWALL,Slaughterhouse,15,33
Mar-10,AVON,DEVON,Slaughterhouse,0,18
Mar-10,AVON,DYFED,Slaughterhouse,0,2
Mar-10,AVON,ESSEX,Slaughterhouse,0,1
Mar-10,AVON,GLOUCESTERSHIRE,Slaughterhouse,21,54
Mar-10,AVON,LANCASHIRE,Slaughterhouse,87,8
Mar-10,AVON,LINCOLNSHIRE,Slaughterhouse,111,22
Mar-10,AVON,MID GLAMORGAN,Slaughterhouse,114,0
Mar-10,AVON,OXFORDSHIRE,Slaughterhouse,75,19
Mar-10,AVON,SHROPSHIRE,Slaughterhouse,0,29
Mar-10,AVON,SOMERSET,Slaughterhouse,111,13
Mar-10,AVON,SOUTH YORKSHIRE,Slaughterhouse,0,1
Mar-10,AVON,STAFFORDSHIRE,Slaughterhouse,42,0
Mar-10,AVON,STRATHCLYDE,Slaughterhouse,7,0
Mar-10,AVON,WILTSHIRE,Slaughterhouse,567,24
Mar-10,AVON,,Slaughterhouse,19,40
Mar-10,BEDFORDSHIRE,BEDFORDSHIRE,Slaughterhouse,204,2
Mar-10,BEDFORDSHIRE,CAMBRIDGESHIRE,Slaughterhouse,17,0
Mar-10,BEDFORDSHIRE,GREATER LONDON,Slaughterhouse,3,0
Mar-10,BEDFORDSHIRE,HAMPSHIRE,Slaughterhouse,0,1
Mar-10,BEDFORDSHIRE,LEICESTERSHIRE,Slaughterhouse,3,0
Mar-10,BEDFORDSHIRE,LINCOLNSHIRE,Slaughterhouse,164,0
Mar-10,BEDFORDSHIRE,MID GLAMORGAN,Slaughterhouse,5,0
Mar-10,BEDFORDSHIRE,OXFORDSHIRE,Slaughterhouse,6,7
Mar-10,BEDFORDSHIRE,SHROPSHIRE,Slaughterhouse,26,2
Mar-10,BEDFORDSHIRE,SOUTH YORKSHIRE,Slaughterhouse,1,0
Mar-10,BEDFORDSHIRE,SURREY,Slaughterhouse,22,0
Mar-10,BERKSHIRE,AVON,Slaughterhouse,28,1
Mar-10,BERKSHIRE,BEDFORDSHIRE,Slaughterhouse,38,0
Mar-10,BERKSHIRE,CUMBRIA,Slaughterhouse,0,2
Mar-10,BERKSHIRE,DEVON,Slaughterhouse,0,2
Mar-10,BERKSHIRE,DYFED,Slaughterhouse,0,3
Mar-10,BERKSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,2
Mar-10,BERKSHIRE,HAMPSHIRE,Slaughterhouse,173,1
Mar-10,BERKSHIRE,LINCOLNSHIRE,Slaughterhouse,6,20
Mar-10,BERKSHIRE,MID GLAMORGAN,Slaughterhouse,80,0
Mar-10,BERKSHIRE,OXFORDSHIRE,Slaughterhouse,41,0
Mar-10,BERKSHIRE,SHROPSHIRE,Slaughterhouse,2,0
Mar-10,BERKSHIRE,SOMERSET,Slaughterhouse,89,1
Mar-10,BERKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,0,4
Mar-10,BERKSHIRE,STRATHCLYDE,Slaughterhouse,25,0
Mar-10,BERKSHIRE,SURREY,Slaughterhouse,102,0
Mar-10,BERKSHIRE,WILTSHIRE,Slaughterhouse,22,1
Mar-10,BERKSHIRE,,Slaughterhouse,33,0
Mar-10,BORDERS,BORDERS,Slaughterhouse,348,174
Mar-10,BORDERS,CENTRAL,Slaughterhouse,"1,260",66
Mar-10,BORDERS,CLEVELAND,Slaughterhouse,4,4
Mar-10,BORDERS,CORNWALL,Slaughterhouse,0,1
Mar-10,BORDERS,CUMBRIA,Slaughterhouse,41,24
Mar-10,BORDERS,DERBYSHIRE,Slaughterhouse,0,3
Mar-10,BORDERS,DURHAM,Slaughterhouse,37,27
Mar-10,BORDERS,GRAMPIAN,Slaughterhouse,238,14
Mar-10,BORDERS,GREATER MANCHESTER,Slaughterhouse,0,1
Mar-10,BORDERS,HIGHLAND,Slaughterhouse,91,41
Mar-10,BORDERS,LANCASHIRE,Slaughterhouse,39,3
Mar-10,BORDERS,LINCOLNSHIRE,Slaughterhouse,20,0
Mar-10,BORDERS,NORTH YORKSHIRE,Slaughterhouse,30,0
Mar-10,BORDERS,SHROPSHIRE,Slaughterhouse,2,0
Mar-10,BORDERS,SOUTH YORKSHIRE,Slaughterhouse,134,2
Mar-10,BORDERS,STRATHCLYDE,Slaughterhouse,"1,170",119
Mar-10,BORDERS,TAYSIDE,Slaughterhouse,194,67
Mar-10,BORDERS,TYNE & WEAR,Slaughterhouse,16,0
Mar-10,BORDERS,WEST YORKSHIRE,Slaughterhouse,88,54
Mar-10,BORDERS,WILTSHIRE,Slaughterhouse,0,1
Mar-10,BORDERS,,Slaughterhouse,108,47
Mar-10,BUCKINGHAMSHIRE,AVON,Slaughterhouse,19,0
Mar-10,BUCKINGHAMSHIRE,BEDFORDSHIRE,Slaughterhouse,347,0
Mar-10,BUCKINGHAMSHIRE,CENTRAL,Slaughterhouse,137,0
Mar-10,BUCKINGHAMSHIRE,DERBYSHIRE,Slaughterhouse,0,1
Mar-10,BUCKINGHAMSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,1
Mar-10,BUCKINGHAMSHIRE,GREATER LONDON,Slaughterhouse,21,0
Mar-10,BUCKINGHAMSHIRE,GREATER MANCHESTER,Slaughterhouse,0,3
Mar-10,BUCKINGHAMSHIRE,HAMPSHIRE,Slaughterhouse,30,9
Mar-10,BUCKINGHAMSHIRE,HEREFORD & WORCESTER,Slaughterhouse,0,2
Mar-10,BUCKINGHAMSHIRE,LANCASHIRE,Slaughterhouse,486,1
Mar-10,BUCKINGHAMSHIRE,LINCOLNSHIRE,Slaughterhouse,440,11
Mar-10,BUCKINGHAMSHIRE,MID GLAMORGAN,Slaughterhouse,323,51
Mar-10,BUCKINGHAMSHIRE,NORFOLK,Slaughterhouse,21,0
Mar-10,BUCKINGHAMSHIRE,OXFORDSHIRE,Slaughterhouse,23,9
Mar-10,BUCKINGHAMSHIRE,SHROPSHIRE,Slaughterhouse,0,4
Mar-10,BUCKINGHAMSHIRE,SOUTH YORKSHIRE,Slaughterhouse,81,40
Mar-10,BUCKINGHAMSHIRE,STAFFORDSHIRE,Slaughterhouse,0,2
Mar-10,BUCKINGHAMSHIRE,STRATHCLYDE,Slaughterhouse,10,0
Mar-10,BUCKINGHAMSHIRE,SURREY,Slaughterhouse,250,0
Mar-10,BUCKINGHAMSHIRE,WILTSHIRE,Slaughterhouse,25,1
Mar-10,BUCKINGHAMSHIRE,,Slaughterhouse,85,2
Mar-10,CAMBRIDGESHIRE,BEDFORDSHIRE,Slaughterhouse,217,7
Mar-10,CAMBRIDGESHIRE,CAMBRIDGESHIRE,Slaughterhouse,59,0
Mar-10,CAMBRIDGESHIRE,CORNWALL,Slaughterhouse,82,0
Mar-10,CAMBRIDGESHIRE,DERBYSHIRE,Slaughterhouse,0,4
Mar-10,CAMBRIDGESHIRE,ESSEX,Slaughterhouse,6,4
Mar-10,CAMBRIDGESHIRE,GREATER MANCHESTER,Slaughterhouse,0,11
Mar-10,CAMBRIDGESHIRE,LANCASHIRE,Slaughterhouse,0,6
Mar-10,CAMBRIDGESHIRE,LINCOLNSHIRE,Slaughterhouse,533,15
Mar-10,CAMBRIDGESHIRE,MID GLAMORGAN,Slaughterhouse,40,0
Mar-10,CAMBRIDGESHIRE,NORFOLK,Slaughterhouse,24,3
Mar-10,CAMBRIDGESHIRE,NORTH YORKSHIRE,Slaughterhouse,0,15
Mar-10,CAMBRIDGESHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,13
Mar-10,CAMBRIDGESHIRE,OXFORDSHIRE,Slaughterhouse,0,9
Mar-10,CAMBRIDGESHIRE,SHROPSHIRE,Slaughterhouse,16,12
Mar-10,CAMBRIDGESHIRE,SOUTH YORKSHIRE,Slaughterhouse,3,28
Mar-10,CAMBRIDGESHIRE,STAFFORDSHIRE,Slaughterhouse,0,4
Mar-10,CAMBRIDGESHIRE,SUFFOLK,Slaughterhouse,2,0
Mar-10,CAMBRIDGESHIRE,WEST YORKSHIRE,Slaughterhouse,0,1
Mar-10,CAMBRIDGESHIRE,,Slaughterhouse,0,36
Mar-10,CENTRAL,CENTRAL,Slaughterhouse,737,37
Mar-10,CENTRAL,CUMBRIA,Slaughterhouse,24,6
Mar-10,CENTRAL,DERBYSHIRE,Slaughterhouse,27,4
Mar-10,CENTRAL,FIFE,Slaughterhouse,2,0
Mar-10,CENTRAL,GRAMPIAN,Slaughterhouse,35,7
Mar-10,CENTRAL,HIGHLAND,Slaughterhouse,1,0
Mar-10,CENTRAL,LANCASHIRE,Slaughterhouse,72,12
Mar-10,CENTRAL,SOUTH YORKSHIRE,Slaughterhouse,5,0
Mar-10,CENTRAL,STAFFORDSHIRE,Slaughterhouse,0,0
Mar-10,CENTRAL,STRATHCLYDE,Slaughterhouse,430,74
Mar-10,CENTRAL,TAYSIDE,Slaughterhouse,357,11
Mar-10,CENTRAL,,Slaughterhouse,107,29
Mar-10,CHESHIRE,AVON,Slaughterhouse,124,91
Mar-10,CHESHIRE,BEDFORDSHIRE,Slaughterhouse,44,37
Mar-10,CHESHIRE,CHESHIRE,Slaughterhouse,918,118
Mar-10,CHESHIRE,CLWYD,Slaughterhouse,31,91
Mar-10,CHESHIRE,CORNWALL,Slaughterhouse,1,0
Mar-10,CHESHIRE,CUMBRIA,Slaughterhouse,21,0
Mar-10,CHESHIRE,DERBYSHIRE,Slaughterhouse,50,19
Mar-10,CHESHIRE,DEVON,Slaughterhouse,149,199
Mar-10,CHESHIRE,DURHAM,Slaughterhouse,0,16
Mar-10,CHESHIRE,DYFED,Slaughterhouse,0,2
Mar-10,CHESHIRE,GREATER MANCHESTER,Slaughterhouse,81,59
Mar-10,CHESHIRE,GWYNEDD,Slaughterhouse,0,4
Mar-10,CHESHIRE,HIGHLAND,Slaughterhouse,0,4
Mar-10,CHESHIRE,HUMBERSIDE,Slaughterhouse,97,75
Mar-10,CHESHIRE,LANCASHIRE,Slaughterhouse,851,51
Mar-10,CHESHIRE,LINCOLNSHIRE,Slaughterhouse,109,17
Mar-10,CHESHIRE,MERSEYSIDE,Slaughterhouse,4,0
Mar-10,CHESHIRE,MID GLAMORGAN,Slaughterhouse,15,0
Mar-10,CHESHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,5
Mar-10,CHESHIRE,OXFORDSHIRE,Slaughterhouse,0,1
Mar-10,CHESHIRE,SHROPSHIRE,Slaughterhouse,427,34
Mar-10,CHESHIRE,SOMERSET,Slaughterhouse,1,1
Mar-10,CHESHIRE,SOUTH YORKSHIRE,Slaughterhouse,40,55
Mar-10,CHESHIRE,STAFFORDSHIRE,Slaughterhouse,507,279
Mar-10,CHESHIRE,STRATHCLYDE,Slaughterhouse,102,2
Mar-10,CHESHIRE,SURREY,Slaughterhouse,26,0
Mar-10,CHESHIRE,WEST MIDLANDS,Slaughterhouse,2,0
Mar-10,CHESHIRE,WEST YORKSHIRE,Slaughterhouse,153,148
Mar-10,CHESHIRE,WILTSHIRE,Slaughterhouse,0,10
Mar-10,CHESHIRE,,Slaughterhouse,302,173
Mar-10,CLEVELAND,BORDERS,Slaughterhouse,0,5
Mar-10,CLEVELAND,CENTRAL,Slaughterhouse,0,2
Mar-10,CLEVELAND,CLEVELAND,Slaughterhouse,45,76
Mar-10,CLEVELAND,CUMBRIA,Slaughterhouse,0,23
Mar-10,CLEVELAND,DURHAM,Slaughterhouse,31,92
Mar-10,CLEVELAND,GREATER MANCHESTER,Slaughterhouse,4,66
Mar-10,CLEVELAND,HUMBERSIDE,Slaughterhouse,19,12
Mar-10,CLEVELAND,LANCASHIRE,Slaughterhouse,1,10
Mar-10,CLEVELAND,LINCOLNSHIRE,Slaughterhouse,3,5
Mar-10,CLEVELAND,NORTH YORKSHIRE,Slaughterhouse,118,33
Mar-10,CLEVELAND,SHROPSHIRE,Slaughterhouse,0,14
Mar-10,CLEVELAND,WEST YORKSHIRE,Slaughterhouse,17,85
Mar-10,CLEVELAND,,Slaughterhouse,8,9
Mar-10,CLWYD,AVON,Slaughterhouse,75,84
Mar-10,CLWYD,BEDFORDSHIRE,Slaughterhouse,0,30
Mar-10,CLWYD,CHESHIRE,Slaughterhouse,180,36
Mar-10,CLWYD,CLWYD,Slaughterhouse,545,111
Mar-10,CLWYD,CUMBRIA,Slaughterhouse,0,1
Mar-10,CLWYD,DERBYSHIRE,Slaughterhouse,4,6
Mar-10,CLWYD,DEVON,Slaughterhouse,0,43
Mar-10,CLWYD,DURHAM,Slaughterhouse,0,6
Mar-10,CLWYD,DYFED,Slaughterhouse,7,9
Mar-10,CLWYD,GREATER MANCHESTER,Slaughterhouse,20,41
Mar-10,CLWYD,GWYNEDD,Slaughterhouse,183,186
Mar-10,CLWYD,HIGHLAND,Slaughterhouse,8,9
Mar-10,CLWYD,HUMBERSIDE,Slaughterhouse,40,37
Mar-10,CLWYD,LANCASHIRE,Slaughterhouse,647,110
Mar-10,CLWYD,LINCOLNSHIRE,Slaughterhouse,8,0
Mar-10,CLWYD,MID GLAMORGAN,Slaughterhouse,31,0
Mar-10,CLWYD,OXFORDSHIRE,Slaughterhouse,0,1
Mar-10,CLWYD,POWYS,Slaughterhouse,2,0
Mar-10,CLWYD,SHROPSHIRE,Slaughterhouse,626,70
Mar-10,CLWYD,SOMERSET,Slaughterhouse,3,2
Mar-10,CLWYD,SOUTH YORKSHIRE,Slaughterhouse,90,66
Mar-10,CLWYD,STAFFORDSHIRE,Slaughterhouse,71,91
Mar-10,CLWYD,STRATHCLYDE,Slaughterhouse,0,1
Mar-10,CLWYD,TYNE & WEAR,Slaughterhouse,72,40
Mar-10,CLWYD,WEST YORKSHIRE,Slaughterhouse,108,103
Mar-10,CLWYD,WILTSHIRE,Slaughterhouse,0,1
Mar-10,CLWYD,,Slaughterhouse,221,90
Mar-10,CORNWALL,AVON,Slaughterhouse,18,0
Mar-10,CORNWALL,BEDFORDSHIRE,Slaughterhouse,126,79
Mar-10,CORNWALL,CORNWALL,Slaughterhouse,"5,435",341
Mar-10,CORNWALL,CUMBRIA,Slaughterhouse,9,0
Mar-10,CORNWALL,DEVON,Slaughterhouse,383,153
Mar-10,CORNWALL,DORSET,Slaughterhouse,21,0
Mar-10,CORNWALL,LANCASHIRE,Slaughterhouse,414,7
Mar-10,CORNWALL,MID GLAMORGAN,Slaughterhouse,2,2
Mar-10,CORNWALL,SHROPSHIRE,Slaughterhouse,0,6
Mar-10,CORNWALL,SOMERSET,Slaughterhouse,186,4
Mar-10,CORNWALL,SOUTH YORKSHIRE,Slaughterhouse,135,0
Mar-10,CORNWALL,WILTSHIRE,Slaughterhouse,4,0
Mar-10,CORNWALL,,Slaughterhouse,47,20
Mar-10,CUMBRIA,BORDERS,Slaughterhouse,4,1
Mar-10,CUMBRIA,CENTRAL,Slaughterhouse,317,89
Mar-10,CUMBRIA,CHESHIRE,Slaughterhouse,9,0
Mar-10,CUMBRIA,CLEVELAND,Slaughterhouse,270,189
Mar-10,CUMBRIA,CUMBRIA,Slaughterhouse,"2,390",542
Mar-10,CUMBRIA,DEVON,Slaughterhouse,0,4
Mar-10,CUMBRIA,DUMFRIES & GALLOWAY,Slaughterhouse,15,4
Mar-10,CUMBRIA,DURHAM,Slaughterhouse,269,203
Mar-10,CUMBRIA,GRAMPIAN,Slaughterhouse,4,0
Mar-10,CUMBRIA,GREATER MANCHESTER,Slaughterhouse,222,258
Mar-10,CUMBRIA,HUMBERSIDE,Slaughterhouse,0,13
Mar-10,CUMBRIA,LANCASHIRE,Slaughterhouse,"2,464",552
Mar-10,CUMBRIA,MID GLAMORGAN,Slaughterhouse,5,0
Mar-10,CUMBRIA,NORTH YORKSHIRE,Slaughterhouse,56,0
Mar-10,CUMBRIA,SHROPSHIRE,Slaughterhouse,211,114
Mar-10,CUMBRIA,SOUTH YORKSHIRE,Slaughterhouse,31,0
Mar-10,CUMBRIA,STAFFORDSHIRE,Slaughterhouse,1,0
Mar-10,CUMBRIA,STRATHCLYDE,Slaughterhouse,313,125
Mar-10,CUMBRIA,TAYSIDE,Slaughterhouse,136,0
Mar-10,CUMBRIA,TYNE & WEAR,Slaughterhouse,90,29
Mar-10,CUMBRIA,WEST YORKSHIRE,Slaughterhouse,252,250
Mar-10,CUMBRIA,WILTSHIRE,Slaughterhouse,12,11
Mar-10,CUMBRIA,,Slaughterhouse,200,139
Mar-10,DERBYSHIRE,AVON,Slaughterhouse,0,3
Mar-10,DERBYSHIRE,BEDFORDSHIRE,Slaughterhouse,117,122
Mar-10,DERBYSHIRE,CHESHIRE,Slaughterhouse,19,7
Mar-10,DERBYSHIRE,CUMBRIA,Slaughterhouse,6,2
Mar-10,DERBYSHIRE,DERBYSHIRE,Slaughterhouse,441,63
Mar-10,DERBYSHIRE,DEVON,Slaughterhouse,105,90
Mar-10,DERBYSHIRE,DURHAM,Slaughterhouse,0,1
Mar-10,DERBYSHIRE,GREATER MANCHESTER,Slaughterhouse,124,124
Mar-10,DERBYSHIRE,HUMBERSIDE,Slaughterhouse,11,9
Mar-10,DERBYSHIRE,LANCASHIRE,Slaughterhouse,267,59
